,State,County,lat,lon,# Droughts PET (2 CAT/2wk)(2 wk intervals),# Droughts PET (2 CAT/2wk)(4 wk intervals),# Droughts PET (2 CAT/4wk)(2 wk intervals),# Droughts PET (2 CAT/4wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(4 wk intervals),# Droughts VWC (2 CAT/2wk)(Tuesdays),# Droughts VWC (2 CAT/4wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/2wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/4wk)(Tuesdays),# Droughts Precip (2 CAT/2wk)(2 wk intervals),# Droughts Precip (2 CAT/2wk)(4 wk intervals),# Droughts Precip (2 CAT/4wk)(2 wk intervals),# Droughts Precip (2 CAT/4wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month PET (2 CAT/2wk)(2 wk intervals),Highest Month PET (2 CAT/2wk)(4 wk intervals),Highest Month PET (2 CAT/4wk)(2 wk intervals),Highest Month PET (2 CAT/4wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month VWC (2 CAT/2wk)(Tuesdays),Highest Month VWC (2 CAT/4wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/2wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/4wk)(Tuesdays),Highest Month Precip (2 CAT/2wk)(2 wk intervals),Highest Month Precip (2 CAT/2wk)(4 wk intervals),Highest Month Precip (2 CAT/4wk)(2 wk intervals),Highest Month Precip (2 CAT/4wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(4 wk intervals)
207,PA,Northumberland,40.851524,-76.709877,43,27,43,27,30,14,35,26,24,23,22,26,37,25,28,25,38,10,26,23,['June'],['July'],"['June', 'May']",['July'],['July'],"['August', 'May']",['March'],['August'],['April'],['September'],"['April', 'May']",['July'],['April'],['September'],['September'],['September'],['April'],"['August', 'May', 'March', 'September']",['May'],"['April', 'May']"
208,PA,Perry,40.39778,-77.266328,39,26,39,26,33,19,31,26,26,23,33,24,31,22,27,22,33,14,21,27,['July'],['July'],"['June', 'July']",['July'],['May'],['August'],['March'],['May'],['April'],"['September', 'April']",['April'],['May'],"['April', 'August']",['September'],['July'],['September'],['April'],['September'],['June'],['June']
209,PA,Philadelphia,40.009376,-75.133346,39,32,37,32,31,17,41,29,28,26,36,25,36,22,34,22,35,10,26,24,"['June', 'July', 'May']",['July'],"['August', 'May']",['July'],['May'],"['July', 'September', 'March', 'May', 'June']",['March'],['July'],['April'],['March'],['May'],"['May', 'September']","['June', 'August']",['May'],['July'],['May'],['June'],['May'],"['May', 'July']",['July']
210,PA,Pike,41.325949,-75.031514,38,21,36,21,31,13,26,22,34,31,61,47,42,23,36,23,35,13,31,23,"['June', 'July', 'May', 'April']","['July', 'September']","['March', 'August']","['July', 'September']","['May', 'April']",['July'],['March'],['March'],['April'],"['April', 'September']",['May'],['May'],['April'],['July'],['June'],['July'],['July'],['July'],"['June', 'May', 'September']","['June', 'July', 'May']"
211,PA,Potter,41.748222,-77.894735,37,19,39,19,29,13,33,24,26,23,41,52,32,28,27,28,32,14,15,19,['July'],"['July', 'May']",['August'],"['July', 'May']",['July'],"['July', 'May']",['March'],"['March', 'May', 'July']",['April'],['September'],['May'],"['July', 'September']",['May'],['September'],['September'],['September'],['April'],['October'],['September'],['September']
212,PA,Schuylkill,40.70369,-76.2178,36,28,37,28,29,14,33,23,18,14,35,26,36,14,31,14,36,9,25,20,"['June', 'July']",['July'],['May'],['July'],['May'],"['March', 'May', 'September']",['March'],['August'],['September'],['September'],['May'],"['April', 'May']",['April'],['July'],['May'],['July'],"['April', 'August']",['August'],"['June', 'September']","['May', 'June']"
213,PA,Snyder,40.755348,-77.072954,40,28,44,28,32,14,33,23,23,21,53,37,34,25,35,25,29,14,30,26,['June'],['July'],['June'],['July'],['May'],['September'],"['June', 'March']",['May'],['April'],['March'],"['April', 'May']",['July'],"['April', 'May']","['June', 'September']",['June'],"['June', 'September']",['May'],['September'],['June'],"['August', 'June']"
214,PA,Somerset,39.981297,-79.028486,32,21,30,21,28,9,28,22,22,23,24,31,37,27,35,27,41,14,29,20,"['June', 'July']",['July'],['May'],['July'],['July'],['July'],"['June', 'March']",['May'],['May'],"['May', 'September']",['May'],['May'],['August'],['July'],['September'],['July'],['May'],['May'],['September'],['September']
215,PA,Sullivan,41.43979,-76.511525,37,22,37,22,36,12,32,24,28,29,24,34,39,28,35,28,32,8,25,21,['June'],['May'],['May'],['May'],"['July', 'May']","['July', 'May']",['March'],['May'],['April'],['September'],['April'],['July'],['April'],['September'],['May'],['September'],['April'],"['June', 'May']",['June'],['September']
216,PA,Susquehanna,41.819665,-75.800969,38,24,38,24,33,12,31,25,27,25,29,33,47,26,43,26,43,11,27,27,['July'],['September'],['March'],['September'],['April'],"['March', 'May']",['March'],"['March', 'April']",['April'],['March'],['June'],['June'],"['April', 'August']",['September'],['July'],['September'],['April'],['April'],['July'],"['April', 'September', 'June']"
217,PA,Tioga,41.766859,-77.257288,35,20,36,20,32,11,29,24,24,23,29,30,38,26,39,26,35,12,22,25,['July'],['May'],"['March', 'July', 'August']",['May'],['July'],"['July', 'May']",['March'],"['March', 'May']",['April'],['September'],['May'],"['September', 'May']",['April'],"['March', 'September']",['May'],"['March', 'September']","['April', 'May']",['April'],['May'],['May']
218,PA,Union,40.962179,-77.055475,42,26,43,26,32,13,33,22,21,21,23,25,34,28,32,28,34,13,25,30,"['July', 'June']",['July'],"['July', 'August']",['July'],['May'],['September'],['March'],['May'],['April'],['September'],"['April', 'May']",['July'],['April'],['September'],['May'],['September'],"['April', 'August']","['August', 'May']",['July'],"['June', 'August']"
219,PA,Venango,41.40198,-79.754418,30,21,33,21,24,6,28,20,35,40,34,41,46,32,41,32,36,12,26,24,['July'],"['September', 'May']","['June', 'July']","['September', 'May']",['May'],['May'],['March'],['May'],['April'],['May'],"['May', 'August']",['May'],['September'],['September'],['September'],['September'],"['September', 'April']",['September'],"['May', 'September']",['August']
220,PA,Warren,41.843669,-79.313173,30,23,31,23,27,9,32,19,34,31,38,36,38,33,41,33,41,6,25,21,['July'],"['July', 'March', 'September', 'May']","['July', 'May']","['July', 'March', 'September', 'May']",['August'],['May'],['March'],['May'],"['September', 'April']",['May'],['September'],['May'],"['August', 'September']","['March', 'September']","['June', 'September']","['March', 'September']",['September'],"['September', 'May']",['September'],['September']
221,PA,Washington,40.200005,-80.252132,32,23,33,23,24,8,30,25,15,14,25,23,31,34,29,34,28,9,21,23,['May'],['September'],"['June', 'August', 'May']",['September'],['August'],['July'],['March'],"['March', 'May', 'July']",['April'],['April'],['May'],['September'],['May'],['September'],['May'],['September'],"['May', 'June', 'March']",['September'],['September'],['July']
222,PA,Wayne,41.646589,-75.292485,37,20,36,20,37,11,31,25,33,31,40,38,39,17,37,17,34,10,28,22,['July'],"['July', 'September']",['March'],"['July', 'September']","['September', 'May', 'April']","['July', 'March']",['March'],"['March', 'April']",['April'],['September'],['April'],['July'],['April'],['May'],"['March', 'May', 'July']",['May'],"['April', 'May']",['May'],"['May', 'June']","['June', 'April', 'July', 'May']"
223,PA,Westmoreland,40.311068,-79.466688,28,24,26,24,28,8,29,24,29,30,33,41,38,31,35,31,40,12,26,22,"['June', 'July']",['September'],['June'],['September'],"['July', 'May']","['March', 'May', 'July']","['June', 'May']",['May'],['May'],"['May', 'September']",['May'],['July'],['September'],['September'],['September'],['September'],['August'],['September'],"['April', 'September']","['July', 'June']"
224,PA,Wyoming,41.525137,-76.00878,36,24,37,24,36,12,29,26,25,22,30,28,34,22,32,22,32,11,22,18,"['July', 'April']","['July', 'September']",['March'],"['July', 'September']","['May', 'April']","['May', 'March']",['March'],"['May', 'March', 'April']",['April'],['September'],['May'],['May'],['April'],['May'],"['June', 'May', 'September']",['May'],['April'],"['July', 'April', 'September', 'June', 'May']","['July', 'May']","['April', 'May']"
225,PA,York,39.921839,-76.728446,33,25,28,25,27,17,32,27,24,19,34,28,38,23,33,23,34,14,24,27,['July'],['July'],"['June', 'May']",['July'],"['August', 'May']",['August'],['March'],"['March', 'August']",['April'],['March'],['April'],['July'],"['May', 'August']",['August'],['May'],['August'],"['May', 'August']","['September', 'May']",['May'],"['June', 'May']"
226,RI,Bristol ,41.705271,-71.285053,39,29,35,29,36,16,29,29,22,15,42,27,34,22,29,22,36,11,28,21,"['April', 'June', 'July']",['July'],['September'],['July'],['April'],['July'],['March'],"['March', 'July']",['April'],['September'],['April'],['April'],"['July', 'May', 'April']","['July', 'September']",['May'],"['July', 'September']",['May'],"['June', 'March', 'August']",['June'],['September']
227,RI,Kent ,41.67775,-71.576314,40,27,37,27,36,15,29,26,25,16,51,36,38,25,32,25,37,11,29,21,['July'],"['July', 'June']","['June', 'April']","['July', 'June']",['April'],"['July', 'May']",['July'],['March'],['April'],['September'],['April'],['May'],"['April', 'July']",['June'],['May'],['June'],['May'],"['May', 'September']",['April'],"['June', 'April', 'September']"
228,RI,Newport ,41.502732,-71.284063,40,27,39,27,35,16,27,23,24,16,38,26,30,23,28,23,32,10,29,20,['July'],['July'],"['August', 'May', 'July', 'September']",['July'],"['April', 'July']",['May'],"['March', 'September']",['March'],"['April', 'March']",['September'],['April'],"['April', 'September']",['May'],['June'],['May'],['June'],['May'],"['June', 'March']",['April'],['June']
229,RI,Providence ,41.870488,-71.578242,35,25,34,25,38,14,26,23,23,14,47,33,35,24,31,24,35,13,23,24,['July'],['July'],"['June', 'April']",['July'],"['April', 'May']",['June'],['September'],['May'],['April'],['March'],['April'],['April'],['May'],['June'],['May'],['June'],"['April', 'May']","['July', 'May']",['April'],['June']
230,RI,Washington ,41.401162,-71.617612,42,29,37,29,37,17,28,27,34,21,53,37,37,21,34,21,31,15,21,22,['July'],['July'],"['March', 'August']",['July'],['April'],"['July', 'March', 'May']","['March', 'April', 'September']",['March'],['April'],['April'],['April'],['April'],['May'],"['July', 'August']",['May'],"['July', 'August']",['May'],"['May', 'August']",['April'],['June']
231,VT,Addison,44.031248,-73.141581,31,30,30,30,38,12,29,25,29,28,34,30,40,24,32,24,35,8,28,21,['June'],"['July', 'May']",['March'],"['July', 'May']",['September'],['July'],"['August', 'April']",['April'],['September'],['April'],['May'],"['April', 'September']","['July', 'September']",['May'],['June'],['May'],['September'],['March'],['July'],['May']
232,VT,Bennington,43.035325,-73.11146,37,25,34,25,37,15,30,30,29,22,63,51,44,29,39,29,38,14,28,28,"['June', 'July', 'April']",['July'],"['March', 'May']",['July'],['April'],['July'],"['March', 'May']","['May', 'July']","['May', 'April']",['April'],"['May', 'April']",['June'],"['April', 'September']",['June'],"['June', 'July']",['June'],['April'],['September'],"['June', 'September']",['September']
233,VT,Caledonia,44.468791,-72.112168,36,29,34,29,39,17,30,26,28,28,56,54,35,24,32,24,39,12,20,25,['April'],['June'],['March'],['June'],"['June', 'April', 'May']",['June'],['April'],"['July', 'April']",['April'],['April'],['May'],['July'],"['September', 'May']",['September'],['June'],['September'],['May'],['March'],"['July', 'September']",['May']
234,VT,Chittenden,44.460676,-73.070525,31,26,29,26,42,14,28,28,25,27,22,31,34,24,30,24,37,12,28,22,"['June', 'July']",['July'],['March'],['July'],"['July', 'September']","['May', 'July']","['March', 'August', 'April', 'July']",['July'],['May'],['April'],"['August', 'July']",['July'],"['July', 'April']",['July'],['July'],['July'],['September'],['March'],['July'],['August']
235,VT,Essex,44.724021,-71.732736,33,26,28,26,35,14,26,29,32,27,53,50,36,30,31,30,29,12,23,27,['April'],['July'],['March'],['July'],['April'],['June'],"['March', 'July', 'September', 'May', 'April']","['March', 'May', 'July', 'April']",['April'],['April'],['May'],['April'],['June'],['May'],['April'],['May'],['August'],"['May', 'March']",['July'],['May']
236,VT,Franklin,44.858964,-72.909402,35,29,33,29,35,14,29,28,36,35,59,51,39,29,37,29,42,14,29,23,['June'],['July'],"['June', 'March']",['July'],['April'],['June'],"['March', 'August']",['August'],['May'],['May'],['May'],['August'],['August'],['August'],['July'],['August'],['September'],['March'],"['September', 'August']",['August']
237,VT,Grand Isle,44.801788,-73.300758,34,26,32,26,35,13,31,28,26,24,24,30,35,24,29,24,42,11,31,26,['June'],['July'],"['March', 'May']",['July'],['April'],"['March', 'July', 'May', 'August', 'September']","['March', 'August', 'April']",['August'],"['May', 'September']",['April'],"['May', 'April']","['July', 'August', 'April']",['September'],"['July', 'March', 'April', 'May']",['June'],"['July', 'March', 'April', 'May']",['September'],"['March', 'May']",['July'],['August']
238,VT,Lamoille,44.603504,-72.638356,36,25,35,25,40,18,30,31,27,27,56,46,38,24,34,24,36,11,28,26,['July'],['July'],['June'],['July'],['April'],['June'],"['March', 'August', 'April']","['May', 'July', 'August']",['September'],['April'],['May'],"['April', 'September']","['April', 'September']",['September'],"['July', 'June', 'May']",['September'],['September'],['August'],"['July', 'August']",['August']
239,VT,Orange,44.003392,-72.369687,39,27,36,27,37,13,29,30,22,19,64,45,43,26,35,26,37,15,28,25,['April'],['May'],['June'],['May'],"['June', 'April']",['June'],"['May', 'April', 'August']","['May', 'July']",['September'],['September'],['April'],"['June', 'September']",['September'],"['May', 'September']",['August'],"['May', 'September']",['September'],"['March', 'May']",['June'],['September']
240,VT,Orleans,44.828442,-72.25163,35,27,31,27,35,13,24,27,32,31,49,41,37,25,31,25,36,12,25,22,['April'],['July'],['March'],['July'],['April'],['June'],['March'],"['April', 'August']",['April'],['April'],['July'],['June'],['May'],"['September', 'May', 'June']",['May'],"['September', 'May', 'June']",['September'],"['September', 'March']",['July'],"['June', 'September', 'April']"
241,VT,Rutland,43.580844,-73.038196,34,26,29,26,37,7,26,21,24,25,34,36,42,26,38,26,41,11,29,22,['June'],"['June', 'July']","['March', 'June', 'July', 'September']","['June', 'July']","['September', 'April']","['March', 'May']",['April'],['April'],['April'],['September'],['May'],['September'],['September'],['May'],"['September', 'May', 'April']",['May'],['September'],"['March', 'June']",['September'],['May']
242,VT,Washington,44.274953,-72.609475,38,27,35,27,39,17,30,31,27,24,57,50,36,22,29,22,34,12,26,20,['July'],['July'],['March'],['July'],"['June', 'April']","['June', 'March', 'May']","['March', 'April']",['July'],['April'],['April'],"['April', 'August']","['July', 'April']","['July', 'September']",['September'],['June'],['September'],['September'],"['September', 'March']","['June', 'July']",['May']
243,VT,Windham,42.999143,-72.716335,42,27,36,27,41,15,29,31,26,23,60,42,40,22,36,22,39,8,30,20,['July'],"['July', 'June']",['March'],"['July', 'June']",['April'],"['June', 'August', 'May']","['March', 'June', 'August']",['May'],['April'],['April'],['May'],['June'],"['April', 'August', 'September']",['March'],['July'],['March'],['April'],['March'],['September'],['July']
244,VT,Windsor,43.588143,-72.591515,41,31,35,31,36,13,26,26,22,18,56,46,39,20,37,20,36,13,28,25,"['April', 'July']","['July', 'May']",['June'],"['July', 'May']",['June'],['June'],['March'],['April'],['September'],['September'],['April'],"['April', 'June', 'July']",['April'],['May'],['April'],['May'],['April'],['March'],['September'],['April']
245,WV,Barbour,39.139754,-79.996914,31,23,34,23,23,11,32,23,29,28,47,48,40,33,37,33,32,17,39,29,"['July', 'April']","['June', 'September']",['June'],"['June', 'September']","['May', 'September', 'April']",['April'],"['June', 'September', 'April', 'March', 'May']",['March'],['April'],"['April', 'September']",['May'],['June'],['April'],"['June', 'September']",['May'],"['June', 'September']",['April'],['September'],['May'],"['September', 'May']"
246,WV,Berkeley,39.457854,-78.032338,31,24,32,24,33,19,37,26,23,19,27,23,33,29,29,29,32,10,23,23,['July'],['July'],['August'],['July'],"['June', 'July', 'August', 'May']",['August'],['March'],['March'],['April'],['March'],"['April', 'May']",['March'],['May'],"['June', 'September']",['May'],"['June', 'September']",['April'],"['July', 'May', 'October']",['May'],"['August', 'July']"
247,WV,Boone,38.022838,-81.713314,26,20,32,20,32,11,29,20,16,14,47,51,34,24,30,24,32,15,30,22,"['May', 'June']",['June'],['June'],['June'],"['April', 'June']",['May'],['April'],"['March', 'May']",['April'],['April'],['July'],['September'],"['August', 'May']",['April'],"['July', 'May']",['April'],['May'],"['September', 'May']",['May'],['April']
248,WV,Braxton,38.699302,-80.731649,31,20,33,20,18,10,27,20,22,24,33,34,40,25,39,25,32,18,33,28,"['July', 'May', 'June']",['June'],"['July', 'June']",['June'],"['April', 'May']",['May'],['April'],['April'],['April'],['September'],['June'],['June'],"['June', 'September']",['September'],['September'],['September'],['April'],"['April', 'September']","['July', 'May']","['July', 'September']"
249,WV,Brooke,40.272645,-80.578691,32,22,32,22,28,10,29,20,25,24,31,34,37,30,33,30,32,10,24,24,['May'],['September'],['August'],['September'],['May'],['July'],['March'],"['March', 'May']","['April', 'May']","['September', 'April']",['May'],['July'],"['June', 'July']",['September'],"['May', 'June']",['September'],['March'],['August'],['June'],"['July', 'August']"
250,WV,Cabell,38.41958,-82.243392,30,21,33,21,29,14,30,23,12,14,28,27,36,20,33,20,35,18,29,26,"['July', 'May']",['June'],"['July', 'August']",['June'],['July'],"['August', 'June', 'May']",['April'],['May'],['April'],['April'],"['May', 'July']",['September'],"['June', 'August']","['May', 'June']","['May', 'July']","['May', 'June']","['June', 'August', 'April']","['August', 'September']",['April'],['August']
251,WV,Calhoun,38.844159,-81.115478,32,21,33,21,24,9,26,20,26,27,29,37,32,25,33,25,32,17,32,28,"['July', 'May', 'June']","['June', 'September', 'July']","['July', 'April', 'June']","['June', 'September', 'July']",['July'],['May'],['April'],['April'],['April'],['September'],['May'],['September'],"['May', 'April']","['August', 'September']",['April'],"['August', 'September']","['May', 'April']","['April', 'August']",['September'],"['June', 'August']"
252,WV,Clay,38.459826,-81.081866,26,23,30,23,23,10,31,16,26,28,49,46,39,24,36,24,40,14,33,27,"['July', 'May']",['July'],"['July', 'April', 'June']",['July'],['April'],['May'],['April'],['March'],['April'],['April'],['May'],['September'],['April'],"['June', 'September', 'October', 'April']",['April'],"['June', 'September', 'October', 'April']",['April'],"['April', 'September']",['August'],['May']
253,WV,Doddridge,39.263482,-80.701147,29,19,31,19,21,7,24,17,22,23,22,33,36,24,36,24,37,14,30,22,"['July', 'April']","['June', 'July']","['June', 'July']","['June', 'July']",['April'],['May'],"['June', 'April', 'August', 'May']",['April'],['April'],['April'],['May'],['August'],['June'],['September'],['June'],['September'],"['April', 'May']","['April', 'September']","['September', 'June']",['June']
254,WV,Fayette,38.030933,-81.086051,24,18,28,18,22,7,25,15,23,23,39,43,45,27,44,27,38,11,31,21,['June'],['July'],['June'],['July'],['April'],"['March', 'April']",['April'],['March'],['April'],['April'],['May'],['April'],"['July', 'August', 'April', 'June', 'May']",['June'],"['July', 'May']",['June'],"['April', 'May']",['August'],['August'],"['July', 'September']"
255,WV,Gilmer,38.915865,-80.849409,32,20,32,20,18,8,28,19,24,24,30,37,37,28,35,28,37,14,28,28,"['July', 'May', 'April', 'June']",['June'],"['April', 'June']",['June'],['April'],['May'],['April'],['April'],['April'],['April'],['May'],['August'],['April'],['September'],"['April', 'September']",['September'],"['April', 'September']","['September', 'May']",['September'],"['April', 'June', 'July']"
256,WV,Grant,39.105988,-79.195064,32,23,33,23,30,13,32,24,20,17,28,29,32,28,34,28,30,14,28,28,['June'],['June'],['July'],['June'],"['May', 'July', 'June', 'April']",['July'],['March'],['May'],"['May', 'September']","['September', 'April']",['May'],['June'],['July'],['September'],['May'],['September'],['May'],['March'],['May'],"['July', 'April']"
257,WV,Greenbrier,37.924418,-80.45059,28,23,28,23,28,8,29,14,19,19,30,33,38,28,37,28,29,9,31,22,['May'],['July'],['April'],['July'],['April'],['March'],"['April', 'March']",['March'],['April'],['September'],"['April', 'September']",['September'],['April'],['September'],['March'],['September'],['May'],"['July', 'June']","['April', 'July', 'September']","['April', 'June']"
258,WV,Hampshire,39.31214,-78.611989,33,24,35,24,29,14,34,25,22,17,34,41,32,28,31,28,36,10,29,27,"['June', 'July']",['July'],"['July', 'August']",['July'],['July'],"['March', 'June']",['March'],['March'],"['April', 'September']","['March', 'September']","['April', 'May']",['July'],['April'],"['September', 'July']",['June'],"['September', 'July']","['April', 'June', 'March', 'August']",['July'],['June'],['July']
259,WV,Hancock,40.516931,-80.570057,35,23,34,23,29,8,31,26,23,22,33,35,35,30,31,30,30,10,19,23,"['June', 'July', 'May']",['September'],['August'],['September'],"['August', 'July', 'May']",['May'],['March'],['May'],['April'],"['April', 'September']",['May'],['July'],['May'],"['June', 'March', 'September']","['May', 'September']","['June', 'March', 'September']","['May', 'September']","['March', 'August', 'September', 'May']","['September', 'July']",['May']
260,WV,Hardy,39.010818,-78.843641,35,22,35,22,26,12,32,19,21,18,20,28,38,31,32,31,40,13,30,27,"['June', 'July']",['June'],['July'],['June'],['July'],['June'],['March'],['March'],['April'],"['March', 'September']",['May'],['May'],"['July', 'May']",['September'],['May'],['September'],['May'],['July'],['May'],['May']
261,WV,Harrison,39.279199,-80.386487,30,22,32,22,24,5,24,14,28,29,32,29,41,30,39,30,39,15,31,29,"['June', 'May', 'April']",['June'],"['June', 'May']",['June'],['April'],['May'],['May'],['April'],['April'],['April'],['May'],['April'],['April'],"['August', 'September']",['June'],"['August', 'September']",['May'],"['July', 'September', 'May']",['July'],['September']
262,WV,Jackson,38.834234,-81.677717,32,20,35,20,23,7,28,19,15,15,31,30,30,25,30,25,34,15,39,28,['July'],"['September', 'June']",['July'],"['September', 'June']",['July'],['May'],['April'],"['April', 'March', 'May']",['April'],['March'],['May'],['September'],['May'],['September'],['May'],['September'],['May'],['September'],"['September', 'May']",['July']
263,WV,Jefferson,39.307399,-77.86322,33,25,34,25,32,17,39,25,16,13,29,31,36,22,30,22,37,14,23,26,['July'],['July'],['August'],['July'],"['July', 'May']",['August'],['March'],['March'],['April'],"['April', 'March']",['April'],"['April', 'May']",['August'],['September'],['May'],['September'],"['April', 'August', 'May']","['August', 'March']",['May'],"['July', 'September', 'May']"
264,WV,Kanawha,38.328061,-81.523522,30,21,33,21,29,10,27,17,19,18,45,47,42,25,39,25,42,19,37,35,"['July', 'May']",['September'],"['July', 'April']",['September'],['April'],['May'],['April'],"['April', 'May']",['April'],['March'],['April'],['September'],['June'],['September'],"['June', 'May']",['September'],['April'],['August'],['June'],"['June', 'September']"
265,WV,Lewis,38.988844,-80.495518,34,21,34,21,21,7,26,20,34,34,36,32,47,27,49,27,37,14,33,32,['June'],['June'],['June'],['June'],['April'],"['May', 'March']","['April', 'March']","['April', 'March']",['April'],['September'],['May'],['September'],['April'],"['September', 'May']","['July', 'May']","['September', 'May']",['September'],['September'],"['July', 'September']",['July']
266,WV,Lincoln,38.171651,-82.077547,29,20,33,20,31,13,30,21,22,18,44,40,36,29,36,29,37,15,28,25,"['July', 'May']",['September'],['July'],['September'],['July'],"['August', 'May']",['April'],['May'],['April'],['April'],['May'],['April'],['May'],['September'],['April'],['September'],['April'],['September'],['April'],['April']
267,WV,Logan,37.830591,-81.940853,25,30,24,30,23,21,27,20,27,24,33,34,40,24,37,24,38,14,33,26,['July'],['June'],['July'],['June'],"['April', 'August']",['May'],['April'],['August'],['April'],['April'],['July'],"['April', 'July']",['July'],"['September', 'October']",['May'],"['September', 'October']",['July'],"['August', 'September']",['June'],"['July', 'April']"
268,WV,McDowell,37.382663,-81.658205,25,32,25,32,23,18,24,17,16,17,46,43,40,31,34,31,37,16,30,29,['July'],['June'],['July'],['June'],"['April', 'August']",['May'],['March'],['August'],['April'],['March'],['June'],"['April', 'May', 'September']","['April', 'June']",['June'],"['September', 'June']",['June'],['July'],['June'],['June'],['May']
269,WV,Marion,39.505839,-80.243402,30,25,34,25,21,6,24,19,25,23,38,37,41,27,33,27,34,11,26,23,"['June', 'April']",['July'],['June'],['July'],['April'],['May'],['June'],['April'],['May'],['April'],['May'],['May'],['September'],['September'],['April'],['September'],['May'],['April'],"['September', 'May']",['September']
270,WV,Marshall,39.854717,-80.671378,31,20,32,20,21,9,26,19,18,20,29,33,42,32,39,32,33,14,34,31,['June'],['July'],"['June', 'August']",['July'],['May'],"['May', 'April']","['April', 'August']",['August'],['April'],"['March', 'April']",['May'],['May'],['April'],"['September', 'July']","['April', 'May']","['September', 'July']",['May'],"['July', 'September']",['June'],"['April', 'September']"
271,WV,Mason,38.759288,-82.024172,30,24,37,24,28,9,30,19,16,16,31,35,36,24,34,24,35,13,34,26,"['June', 'May']",['June'],['August'],['June'],['July'],['May'],['April'],"['April', 'May']",['April'],['March'],"['August', 'May']",['August'],['June'],['September'],['June'],['September'],"['March', 'April', 'July']","['August', 'April']",['July'],['August']
272,WV,Mercer,37.403448,-81.106456,26,18,29,18,32,11,28,19,16,18,27,33,30,27,27,27,35,11,30,19,['April'],['September'],"['May', 'June']",['September'],['April'],['May'],"['July', 'April', 'June']",['March'],['April'],['April'],['April'],['April'],['May'],"['May', 'June']","['April', 'May']","['May', 'June']",['May'],"['August', 'September']",['April'],"['May', 'April', 'August']"
273,WV,Mineral,39.405626,-78.956581,34,24,35,24,29,11,32,25,24,19,31,30,40,27,33,27,40,17,31,28,['July'],['June'],"['July', 'August']",['June'],['July'],"['March', 'May', 'June', 'August', 'July']",['March'],"['March', 'May']","['April', 'September']",['September'],['May'],['April'],['June'],['May'],['May'],['May'],['April'],"['April', 'July', 'May']",['September'],['August']
274,WV,Mingo,37.721151,-82.158993,25,31,24,31,22,15,25,18,17,14,44,40,38,28,34,28,39,9,34,20,['July'],"['June', 'July']",['July'],"['June', 'July']","['August', 'April']","['May', 'August']",['April'],['August'],['April'],['March'],['May'],"['June', 'September']","['July', 'May']","['August', 'April']",['May'],"['August', 'April']","['April', 'May']","['August', 'May', 'October']",['June'],['June']
275,WV,Monongalia,39.633645,-80.059074,31,19,33,19,29,7,34,24,21,21,28,35,40,29,33,29,39,11,26,24,['June'],"['June', 'September']","['May', 'August']","['June', 'September']","['May', 'July', 'August']",['May'],"['May', 'March']","['March', 'May']",['April'],['April'],['May'],['September'],['April'],['September'],['June'],['September'],['May'],['August'],"['September', 'May']",['July']
276,WV,Monroe,37.550353,-80.547891,29,21,29,21,25,11,29,17,18,14,30,31,39,27,36,27,33,18,37,26,"['May', 'June']",['July'],"['July', 'June']",['July'],['May'],['May'],"['July', 'April', 'March']","['April', 'March']",['April'],['April'],['July'],"['June', 'May', 'July']",['June'],"['May', 'September']","['April', 'June']","['May', 'September']",['June'],['June'],['June'],['August']
277,WV,Morgan,39.554835,-78.257314,33,25,34,25,35,16,38,27,20,18,22,26,37,30,35,30,23,7,20,22,['June'],['June'],['August'],['June'],"['July', 'August', 'May']","['March', 'May', 'August']",['March'],['March'],['April'],"['March', 'September']","['May', 'April']",['July'],['August'],['September'],"['May', 'September']",['September'],"['August', 'March']","['August', 'April', 'March']",['July'],['July']
278,WV,Nicholas,38.291416,-80.797516,24,23,28,23,26,8,30,15,37,35,46,43,39,27,43,27,41,13,34,27,['May'],['July'],"['July', 'April', 'June']",['July'],['April'],"['May', 'March', 'April']",['April'],['March'],['April'],['April'],['May'],['July'],['April'],['September'],['April'],['September'],"['April', 'September']",['August'],['July'],"['August', 'September']"
